"ALERT_ID","ALERT_TYPE","SEVERITY","DESCRIPTION","DOCUMENT_IDS","STATUS","ASSIGNED_TO","CREATED_AT","RESOLVED_AT","RESOLUTION_NOTES","BL_ID","DETECTED_AT","AI_RISK_ASSESSMENT","AI_RECOMMENDED_ACTION","AI_DECISION_REASON","AI_ANALYZED_AT"
987,"WEIGHT_ANOMALY","MEDIUM","Gross weight 44598kg exceeds the 99th percentile 44223kg on MAEU06161","","RESOLVED","","2026-08-01 23:57:42.269","2026-08-02 00:09:06.055","CLEARED by AI decision - no fraud confirmed. Reason: Sanctions matches = 0, cost-per-kg band is NORMAL_AT_OR_BELOW_5X_MEDIAN, and both counterparties are recognisable real businesses.",6155,"2026-08-01 23:57:42.269","The key indicators are the cost-per-kg band (NORMAL_AT_OR_BELOW_5X_MEDIAN) and sanctions matches (0). Both counterparties are recognisable real businesses, and the cost per kg is economically ordinary. There are no indications of fraud or compliance issues.","CLEAR","Sanctions matches = 0, cost-per-kg band is NORMAL_AT_OR_BELOW_5X_MEDIAN, and both counterparties are recognisable real businesses.","2026-08-02 00:09:03.371"
988,"COST_PER_KG_ANOMALY","MEDIUM","Cost/kg $2.1421 vs peer median $0.2558 (8.4x) on YMLU03250","","ESCALATED","","2026-08-02 00:04:37.652","","ESCALATED to compliance team by AI decision. Reason: Cost per kg is $2.1421, 8.37x the peer median of $0.2558, placing it in the ELEVATED_BETWEEN_5X_AND_10X_MEDIAN band.",3240,"2026-08-02 00:04:37.652","The key indicator is the cost per kg, which is $2.1421, 8.37 times the peer median of $0.2558, placing it in the ELEVATED_BETWEEN_5X_AND_10X_MEDIAN band. Both counterparties are recognizable real businesses, and there are no sanctions matches. The elevated cost per kg warrants further investigation.","ESCALATE","Cost per kg is $2.1421, 8.37x the peer median of $0.2558, placing it in the ELEVATED_BETWEEN_5X_AND_10X_MEDIAN band.","2026-08-02 00:07:39.261"
989,"COST_PER_KG_ANOMALY","MEDIUM","Cost/kg $2.1375 vs peer median $0.2558 (8.4x) on CMDU07060","","ESCALATED","","2026-08-02 00:04:37.652","","ESCALATED to compliance team by AI decision. Reason: Cost per kg is $2.1375, 8.36x the peer median of $0.2558, placing it in the ELEVATED_BETWEEN_5X_AND_10X_MEDIAN band.",7054,"2026-08-02 00:04:37.652","The key indicator is the cost per kg, which is $2.1375, 8.36x the peer median of $0.2558, placing it in the ELEVATED_BETWEEN_5X_AND_10X_MEDIAN band. Both counterparties are clear of sanctions.","ESCALATE","Cost per kg is $2.1375, 8.36x the peer median of $0.2558, placing it in the ELEVATED_BETWEEN_5X_AND_10X_MEDIAN band.","2026-08-02 00:07:50.352"
990,"COST_PER_KG_ANOMALY","MEDIUM","Cost/kg $2.1258 vs peer median $0.2558 (8.3x) on MAEU07710","","ESCALATED","","2026-08-02 00:04:37.652","","ESCALATED to compliance team by AI decision. Reason: Cost per kg is $2.1258, 8.31x the peer median of $0.2558, falling in the ELEVATED_BETWEEN_5X_AND_10X_MEDIAN band.",7704,"2026-08-02 00:04:37.652","The key indicator is the cost per kg, which is $2.1258, 8.31 times the peer median of $0.2558, placing it in the ELEVATED_BETWEEN_5X_AND_10X_MEDIAN band. Both counterparties are clear of sanctions.","ESCALATE","Cost per kg is $2.1258, 8.31x the peer median of $0.2558, falling in the ELEVATED_BETWEEN_5X_AND_10X_MEDIAN band.","2026-08-02 00:07:58.412"
991,"COST_PER_KG_ANOMALY","MEDIUM","Cost/kg $2.1011 vs peer median $0.2558 (8.2x) on MSKU05116","","ESCALATED","","2026-08-02 00:04:37.652","","ESCALATED to compliance team by AI decision. Reason: Cost per kg is $2.1011, 8.21x the peer median of $0.2558, placing it in the ELEVATED_BETWEEN_5X_AND_10X_MEDIAN band.",5110,"2026-08-02 00:04:37.652","The key indicator is the cost per kg, which is $2.1011, 8.21 times the peer median of $0.2558, placing it in the ELEVATED_BETWEEN_5X_AND_10X_MEDIAN band. Both counterparties are recognizable real businesses, and there are no sanctions matches.","ESCALATE","Cost per kg is $2.1011, 8.21x the peer median of $0.2558, placing it in the ELEVATED_BETWEEN_5X_AND_10X_MEDIAN band.","2026-08-02 00:08:07.014"
992,"COST_PER_KG_ANOMALY","MEDIUM","Cost/kg $2.0953 vs peer median $0.2558 (8.2x) on MAEU04318","","ESCALATED","","2026-08-02 00:04:37.652","","ESCALATED to compliance team by AI decision. Reason: Cost per kg is $2.0953, 8.19x the median of $0.2558, falling in the ELEVATED band.",4312,"2026-08-02 00:04:37.652","The key indicator is the cost per kg, which is $2.0953, 8.19 times the peer median of $0.2558, placing it in the ELEVATED_BETWEEN_5X_AND_10X_MEDIAN band. Both counterparties are clear of sanctions.","ESCALATE","Cost per kg is $2.0953, 8.19x the median of $0.2558, falling in the ELEVATED band.","2026-08-02 00:08:14.557"
993,"COST_PER_KG_ANOMALY","MEDIUM","Cost/kg $2.0949 vs peer median $0.2558 (8.2x) on MSKU05348","","ESCALATED","","2026-08-02 00:04:37.652","","ESCALATED to compliance team by AI decision. Reason: Cost per kg is $2.0949, 8.19x the peer median of $0.2558, falling in the ELEVATED_BETWEEN_5X_AND_10X_MEDIAN band.",5342,"2026-08-02 00:04:37.652","The key indicator is the cost per kg, which is $2.0949, 8.19 times the peer median of $0.2558, placing it in the ELEVATED_BETWEEN_5X_AND_10X_MEDIAN band. Both counterparties are recognizable real businesses, and there are no sanctions matches. The elevated cost per kg warrants further investigation.","ESCALATE","Cost per kg is $2.0949, 8.19x the peer median of $0.2558, falling in the ELEVATED_BETWEEN_5X_AND_10X_MEDIAN band.","2026-08-02 00:08:23.853"
994,"COST_PER_KG_ANOMALY","MEDIUM","Cost/kg $2.0865 vs peer median $0.2558 (8.2x) on EGLV03327","","ESCALATED","","2026-08-02 00:04:37.652","","ESCALATED to compliance team by AI decision. Reason: Cost per kg is $2.0865, 8.16x the peer median of $0.2558, placing it in the ELEVATED_BETWEEN_5X_AND_10X_MEDIAN band.",3317,"2026-08-02 00:04:37.652","The key indicator is the cost per kg, which is $2.0865, 8.16x the peer median of $0.2558, placing it in the ELEVATED_BETWEEN_5X_AND_10X_MEDIAN band. Both counterparties are recognizable real businesses, and there are no sanctions matches.","ESCALATE","Cost per kg is $2.0865, 8.16x the peer median of $0.2558, placing it in the ELEVATED_BETWEEN_5X_AND_10X_MEDIAN band.","2026-08-02 00:08:31.952"
995,"COST_PER_KG_ANOMALY","MEDIUM","Cost/kg $2.0696 vs peer median $0.2558 (8.1x) on APZU06186","","ESCALATED","","2026-08-02 00:04:37.652","","ESCALATED to compliance team by AI decision. Reason: Cost per kg is $2.0696, 8.09x the peer median of $0.2558, placing it in the ELEVATED_BETWEEN_5X_AND_10X_MEDIAN band.",6180,"2026-08-02 00:04:37.652","The key indicator is the cost per kg, which is $2.0696, 8.09 times the peer median of $0.2558, placing it in the ELEVATED_BETWEEN_5X_AND_10X_MEDIAN band. Both counterparties are recognizable real businesses, and there are no sanctions matches.","ESCALATE","Cost per kg is $2.0696, 8.09x the peer median of $0.2558, placing it in the ELEVATED_BETWEEN_5X_AND_10X_MEDIAN band.","2026-08-02 00:08:42.534"
1004,"HIGH_VALUE_ANOMALY","MEDIUM","Charges $8482 exceed the 99th percentile $8409 on YMLU00346","","RESOLVED","","2026-08-02 00:04:38.024","2026-08-02 00:07:00.257","CLEARED by AI decision - no fraud confirmed. Reason: Sanctions matches = 0, cost-per-kg band is NORMAL_AT_OR_BELOW_5X_MEDIAN ($1.2339, 4.82x the peer median of $0.2558), and both counterparties are recognisable real businesses.",336,"2026-08-02 00:04:38.024","The key indicators are the cost-per-kg band (NORMAL_AT_OR_BELOW_5X_MEDIAN, $1.2339, 4.82x the peer median of $0.2558) and sanctions matches (0). Both counterparties are recognisable real businesses.","CLEAR","Sanctions matches = 0, cost-per-kg band is NORMAL_AT_OR_BELOW_5X_MEDIAN ($1.2339, 4.82x the peer median of $0.2558), and both counterparties are recognisable real businesses.","2026-08-02 00:06:58.755"
1005,"HIGH_VALUE_ANOMALY","MEDIUM","Charges $8480 exceed the 99th percentile $8409 on EGLV06499","","RESOLVED","","2026-08-02 00:04:38.024","2026-08-02 00:07:09.597","CLEARED by AI decision - no fraud confirmed. Reason: Cost per kg is within the normal range (1.82x the peer median of $0.2558) and there are no sanctions matches (0).",6493,"2026-08-02 00:04:38.024","The alert indicates a high-value anomaly, but the cost per kg is within the normal range (1.82x the peer median of $0.2558), and there are no sanctions matches. Both counterparties are recognizable real businesses. The key indicators are cost per kg ($0.465) and sanctions matches (0).","CLEAR","Cost per kg is within the normal range (1.82x the peer median of $0.2558) and there are no sanctions matches (0).","2026-08-02 00:07:08.139"
1006,"HIGH_VALUE_ANOMALY","MEDIUM","Charges $8474 exceed the 99th percentile $8409 on CMDU02566","","RESOLVED","","2026-08-02 00:04:38.024","2026-08-02 00:07:17.796","CLEARED by AI decision - no fraud confirmed. Reason: Sanctions matches = 0, cost-per-kg band is NORMAL_AT_OR_BELOW_5X_MEDIAN, and both counterparties are recognisable real businesses.",2556,"2026-08-02 00:04:38.024","The key indicators are the cost-per-kg band (NORMAL_AT_OR_BELOW_5X_MEDIAN) and sanctions matches (0). Both counterparties are recognisable real businesses, and the cost per kg is within normal limits.","CLEAR","Sanctions matches = 0, cost-per-kg band is NORMAL_AT_OR_BELOW_5X_MEDIAN, and both counterparties are recognisable real businesses.","2026-08-02 00:07:16.353"
1007,"HIGH_VALUE_ANOMALY","MEDIUM","Charges $8474 exceed the 99th percentile $8409 on CAXU02545","","RESOLVED","","2026-08-02 00:04:38.024","2026-08-02 00:07:25.908","CLEARED by AI decision - no fraud confirmed. Reason: Sanctions matches = 0, cost-per-kg band is NORMAL_AT_OR_BELOW_5X_MEDIAN, and both counterparties are recognisable real businesses.",2535,"2026-08-02 00:04:38.024","The key indicators are the cost-per-kg band (NORMAL_AT_OR_BELOW_5X_MEDIAN) and sanctions matches (0). Both counterparties are recognisable real businesses, and the cost per kg is within the normal range.","CLEAR","Sanctions matches = 0, cost-per-kg band is NORMAL_AT_OR_BELOW_5X_MEDIAN, and both counterparties are recognisable real businesses.","2026-08-02 00:07:24.437"
1008,"WEIGHT_ANOMALY","MEDIUM","Gross weight 44551kg exceeds the 99th percentile 44223kg on APZU04944","","RESOLVED","","2026-08-02 00:04:38.362","2026-08-02 00:04:46.485","CLEARED by AI decision - no fraud confirmed. Reason: Sanctions matches = 0, cost-per-kg band is NORMAL_AT_OR_BELOW_5X_MEDIAN, and both counterparties are recognisable real businesses.",4938,"2026-08-02 00:04:38.362","The key indicators are the cost-per-kg band (NORMAL_AT_OR_BELOW_5X_MEDIAN) and sanctions matches (0). Both counterparties are recognisable real businesses, and the cost per kg is economically ordinary. There are no indications of fraud or compliance issues.","CLEAR","Sanctions matches = 0, cost-per-kg band is NORMAL_AT_OR_BELOW_5X_MEDIAN, and both counterparties are recognisable real businesses.","2026-08-02 00:04:44.995"
1009,"WEIGHT_ANOMALY","MEDIUM","Gross weight 44498kg exceeds the 99th percentile 44223kg on CAXU03479","","RESOLVED","","2026-08-02 00:04:38.362","2026-08-02 00:04:54.563","CLEARED by AI decision - no fraud confirmed. Reason: Sanctions matches = 0, cost-per-kg band is NORMAL_AT_OR_BELOW_5X_MEDIAN, and both counterparties are recognisable real businesses.",3469,"2026-08-02 00:04:38.362","The key indicators are the cost-per-kg band (NORMAL_AT_OR_BELOW_5X_MEDIAN) and sanctions matches (0). Both counterparties are recognisable real businesses, and the cost per kg is economically ordinary.","CLEAR","Sanctions matches = 0, cost-per-kg band is NORMAL_AT_OR_BELOW_5X_MEDIAN, and both counterparties are recognisable real businesses.","2026-08-02 00:04:53.099"
1010,"WEIGHT_ANOMALY","MEDIUM","Gross weight 44493kg exceeds the 99th percentile 44223kg on YMLU01406","","RESOLVED","","2026-08-02 00:04:38.362","2026-08-02 00:05:06.890","CLEARED by AI decision - no fraud confirmed. Reason: Sanctions matches = 0, cost-per-kg band is NORMAL_AT_OR_BELOW_5X_MEDIAN, and both counterparties are recognisable real businesses.",1396,"2026-08-02 00:04:38.362","The key indicators are the cost-per-kg band (NORMAL_AT_OR_BELOW_5X_MEDIAN) and sanctions matches (0). Both counterparties are recognisable real businesses, and the cost per kg is economically ordinary. There are no indicators of high risk.","CLEAR","Sanctions matches = 0, cost-per-kg band is NORMAL_AT_OR_BELOW_5X_MEDIAN, and both counterparties are recognisable real businesses.","2026-08-02 00:05:05.482"
1011,"WEIGHT_ANOMALY","MEDIUM","Gross weight 44492kg exceeds the 99th percentile 44223kg on CMDU05001","","RESOLVED","","2026-08-02 00:04:38.362","2026-08-02 00:05:15.383","CLEARED by AI decision - no fraud confirmed. Reason: Sanctions matches = 0, cost-per-kg band is NORMAL_AT_OR_BELOW_5X_MEDIAN, and both counterparties are recognisable real businesses.",4995,"2026-08-02 00:04:38.362","The key indicators are the cost-per-kg band (NORMAL_AT_OR_BELOW_5X_MEDIAN) and sanctions matches (0). Both counterparties are recognisable real businesses, and the cost per kg is economically ordinary. There are no indicators of high risk.","CLEAR","Sanctions matches = 0, cost-per-kg band is NORMAL_AT_OR_BELOW_5X_MEDIAN, and both counterparties are recognisable real businesses.","2026-08-02 00:05:13.936"
1012,"WEIGHT_ANOMALY","MEDIUM","Gross weight 44481kg exceeds the 99th percentile 44223kg on OOLU09982","","RESOLVED","","2026-08-02 00:04:38.362","2026-08-02 00:05:25.694","CLEARED by AI decision - no fraud confirmed. Reason: Sanctions matches = 0, cost-per-kg band is NORMAL_AT_OR_BELOW_5X_MEDIAN, and both counterparties are recognisable real businesses.",9976,"2026-08-02 00:04:38.362","The key indicators are the cost-per-kg band (NORMAL_AT_OR_BELOW_5X_MEDIAN) and sanctions matches (0). Both counterparties are recognisable real businesses, and the cost per kg is economically ordinary. There are no indications of fraud or compliance issues.","CLEAR","Sanctions matches = 0, cost-per-kg band is NORMAL_AT_OR_BELOW_5X_MEDIAN, and both counterparties are recognisable real businesses.","2026-08-02 00:05:24.210"
1013,"WEIGHT_ANOMALY","MEDIUM","Gross weight 44477kg exceeds the 99th percentile 44223kg on APZU06965","","RESOLVED","","2026-08-02 00:04:38.362","2026-08-02 00:05:33.884","CLEARED by AI decision - no fraud confirmed. Reason: Sanctions matches = 0, cost-per-kg band is NORMAL_AT_OR_BELOW_5X_MEDIAN, and both counterparties are recognisable real businesses.",6959,"2026-08-02 00:04:38.362","The key indicators are the cost-per-kg band (NORMAL_AT_OR_BELOW_5X_MEDIAN) and sanctions matches (0). Both counterparties are recognisable real businesses, and the cost per kg is economically ordinary. There are no indications of fraud or compliance issues.","CLEAR","Sanctions matches = 0, cost-per-kg band is NORMAL_AT_OR_BELOW_5X_MEDIAN, and both counterparties are recognisable real businesses.","2026-08-02 00:05:32.391"
1014,"WEIGHT_ANOMALY","MEDIUM","Gross weight 44466kg exceeds the 99th percentile 44223kg on CMDU05604","","RESOLVED","","2026-08-02 00:04:38.362","2026-08-02 00:05:42.108","CLEARED by AI decision - no fraud confirmed. Reason: Sanctions matches = 0, cost-per-kg band is NORMAL_AT_OR_BELOW_5X_MEDIAN, and both counterparties are recognisable real businesses.",5598,"2026-08-02 00:04:38.362","The key indicators are the cost-per-kg band (NORMAL_AT_OR_BELOW_5X_MEDIAN) and sanctions matches (0). Both counterparties are recognisable real businesses, and the cost per kg is economically ordinary. There are no indications of fraud or compliance issues.","CLEAR","Sanctions matches = 0, cost-per-kg band is NORMAL_AT_OR_BELOW_5X_MEDIAN, and both counterparties are recognisable real businesses.","2026-08-02 00:05:40.569"
1015,"WEIGHT_ANOMALY","MEDIUM","Gross weight 44464kg exceeds the 99th percentile 44223kg on MAEU07970","","RESOLVED","","2026-08-02 00:04:38.362","2026-08-02 00:05:54.318","CLEARED by AI decision - no fraud confirmed. Reason: Sanctions matches = 0, cost-per-kg band is NORMAL_AT_OR_BELOW_5X_MEDIAN, and both counterparties are recognisable real businesses.",7964,"2026-08-02 00:04:38.362","The key indicators are the cost-per-kg band (NORMAL_AT_OR_BELOW_5X_MEDIAN) and sanctions matches (0). Both counterparties are recognisable real businesses, and the cost per kg is economically ordinary.","CLEAR","Sanctions matches = 0, cost-per-kg band is NORMAL_AT_OR_BELOW_5X_MEDIAN, and both counterparties are recognisable real businesses.","2026-08-02 00:05:52.770"
1016,"COST_PER_KG_ANOMALY","MEDIUM","Cost/kg $2.0672 vs peer median $0.2557 (8.1x) on HLCU06352","","OPEN","","2026-08-02 01:36:28.353","","",6346,"2026-08-02 01:36:28.353","","","",""
1017,"COST_PER_KG_ANOMALY","MEDIUM","Cost/kg $2.067 vs peer median $0.2557 (8.1x) on YMLU02229","","OPEN","","2026-08-02 01:36:28.353","","",2219,"2026-08-02 01:36:28.353","","","",""
1018,"COST_PER_KG_ANOMALY","MEDIUM","Cost/kg $2.0629 vs peer median $0.2557 (8.1x) on MSKU05224","","OPEN","","2026-08-02 01:36:28.353","","",5218,"2026-08-02 01:36:28.353","","","",""
1019,"COST_PER_KG_ANOMALY","MEDIUM","Cost/kg $2.0585 vs peer median $0.2557 (8.1x) on OOLU02034","","OPEN","","2026-08-02 01:36:28.353","","",2024,"2026-08-02 01:36:28.353","","","",""
1020,"COST_PER_KG_ANOMALY","MEDIUM","Cost/kg $2.0525 vs peer median $0.2557 (8x) on OOLU01853","","OPEN","","2026-08-02 01:36:28.353","","",1843,"2026-08-02 01:36:28.353","","","",""
1021,"COST_PER_KG_ANOMALY","MEDIUM","Cost/kg $2.0503 vs peer median $0.2557 (8x) on EGLV00292","","OPEN","","2026-08-02 01:36:28.353","","",282,"2026-08-02 01:36:28.353","","","",""
1022,"COST_PER_KG_ANOMALY","MEDIUM","Cost/kg $2.044 vs peer median $0.2557 (8x) on YMLU06846","","OPEN","","2026-08-02 01:36:28.353","","",6840,"2026-08-02 01:36:28.353","","","",""
1023,"COST_PER_KG_ANOMALY","MEDIUM","Cost/kg $2.0367 vs peer median $0.2557 (8x) on APZU09126","","OPEN","","2026-08-02 01:36:28.353","","",9120,"2026-08-02 01:36:28.353","","","",""
1024,"HIGH_VALUE_ANOMALY","MEDIUM","Charges $8473 exceed the 99th percentile $8406 on CAXU03075","","OPEN","","2026-08-02 01:36:28.673","","",3065,"2026-08-02 01:36:28.673","","","",""
1025,"HIGH_VALUE_ANOMALY","MEDIUM","Charges $8468 exceed the 99th percentile $8406 on HLCU07193","","OPEN","","2026-08-02 01:36:28.673","","",7187,"2026-08-02 01:36:28.673","","","",""
1026,"HIGH_VALUE_ANOMALY","MEDIUM","Charges $8466 exceed the 99th percentile $8406 on CAXU06051","","OPEN","","2026-08-02 01:36:28.673","","",6045,"2026-08-02 01:36:28.673","","","",""
1027,"HIGH_VALUE_ANOMALY","MEDIUM","Charges $8461 exceed the 99th percentile $8406 on ONEY03798","","OPEN","","2026-08-02 01:36:28.673","","",3788,"2026-08-02 01:36:28.673","","","",""
1028,"HIGH_VALUE_ANOMALY","MEDIUM","Charges $8454 exceed the 99th percentile $8406 on OOLU01619","","OPEN","","2026-08-02 01:36:28.673","","",1609,"2026-08-02 01:36:28.673","","","",""
1029,"HIGH_VALUE_ANOMALY","MEDIUM","Charges $8453 exceed the 99th percentile $8406 on ONEY01059","","OPEN","","2026-08-02 01:36:28.673","","",1049,"2026-08-02 01:36:28.673","","","",""
1030,"HIGH_VALUE_ANOMALY","MEDIUM","Charges $8453 exceed the 99th percentile $8406 on ONEY04052","","OPEN","","2026-08-02 01:36:28.673","","",4042,"2026-08-02 01:36:28.673","","","",""
1031,"HIGH_VALUE_ANOMALY","MEDIUM","Charges $8451 exceed the 99th percentile $8406 on YMLU08425","","OPEN","","2026-08-02 01:36:28.673","","",8419,"2026-08-02 01:36:28.673","","","",""
1032,"WEIGHT_ANOMALY","MEDIUM","Gross weight 44463kg exceeds the 99th percentile 44202kg on OOLU05060","","RESOLVED","","2026-08-02 01:36:28.985","2026-08-02 01:36:36.702","CLEARED by AI decision - no fraud confirmed. Reason: Sanctions matches = 0, cost-per-kg band is NORMAL_AT_OR_BELOW_5X_MEDIAN, and both counterparties are recognisable real businesses.",5054,"2026-08-02 01:36:28.985","The key indicators are the cost-per-kg band (NORMAL_AT_OR_BELOW_5X_MEDIAN) and sanctions matches (0). Both counterparties are recognisable real businesses, and the cost per kg is economically ordinary. There are no indications of fraud or compliance issues.","CLEAR","Sanctions matches = 0, cost-per-kg band is NORMAL_AT_OR_BELOW_5X_MEDIAN, and both counterparties are recognisable real businesses.","2026-08-02 01:36:35.200"
1033,"WEIGHT_ANOMALY","MEDIUM","Gross weight 44461kg exceeds the 99th percentile 44202kg on ONEY09879","","RESOLVED","","2026-08-02 01:36:28.985","2026-08-02 01:37:48.379","CLEARED by AI decision - no fraud confirmed. Reason: Sanctions matches = 0, cost-per-kg band is NORMAL_AT_OR_BELOW_5X_MEDIAN, and both counterparties are recognisable real businesses.",9873,"2026-08-02 01:36:28.985","The key indicators are the cost-per-kg band (NORMAL_AT_OR_BELOW_5X_MEDIAN) and sanctions matches (0). Both counterparties are recognisable real businesses, and the cost per kg is economically ordinary. There are no indicators of high risk.","CLEAR","Sanctions matches = 0, cost-per-kg band is NORMAL_AT_OR_BELOW_5X_MEDIAN, and both counterparties are recognisable real businesses.","2026-08-02 01:37:46.946"
1034,"WEIGHT_ANOMALY","MEDIUM","Gross weight 44456kg exceeds the 99th percentile 44202kg on HLCU05481","","RESOLVED","","2026-08-02 01:36:28.985","2026-08-02 03:23:58.644","CLEARED by AI decision - no fraud confirmed. Reason: Sanctions matches = 0, cost-per-kg band is NORMAL_AT_OR_BELOW_5X_MEDIAN, and both counterparties are recognisable real businesses.",5475,"2026-08-02 01:36:28.985","The key indicators are the cost-per-kg band (NORMAL_AT_OR_BELOW_5X_MEDIAN) and sanctions matches (0). Both counterparties are recognisable real businesses, and the cost per kg is economically ordinary. There are no indicators of high risk.","CLEAR","Sanctions matches = 0, cost-per-kg band is NORMAL_AT_OR_BELOW_5X_MEDIAN, and both counterparties are recognisable real businesses.","2026-08-02 03:23:57.097"
1035,"WEIGHT_ANOMALY","MEDIUM","Gross weight 44454kg exceeds the 99th percentile 44202kg on MAEU02172","","OPEN","","2026-08-02 01:36:28.985","","",2162,"2026-08-02 01:36:28.985","","","",""
1036,"WEIGHT_ANOMALY","MEDIUM","Gross weight 44439kg exceeds the 99th percentile 44202kg on EGLV06226","","OPEN","","2026-08-02 01:36:28.985","","",6220,"2026-08-02 01:36:28.985","","","",""
1037,"WEIGHT_ANOMALY","MEDIUM","Gross weight 44412kg exceeds the 99th percentile 44202kg on YMLU02836","","OPEN","","2026-08-02 01:36:28.985","","",2826,"2026-08-02 01:36:28.985","","","",""
1038,"WEIGHT_ANOMALY","MEDIUM","Gross weight 44401kg exceeds the 99th percentile 44202kg on HLCU05678","","OPEN","","2026-08-02 01:36:28.985","","",5672,"2026-08-02 01:36:28.985","","","",""
1039,"WEIGHT_ANOMALY","MEDIUM","Gross weight 44400kg exceeds the 99th percentile 44202kg on HLCU09524","","OPEN","","2026-08-02 01:36:28.985","","",9518,"2026-08-02 01:36:28.985","","","",""
1200,"COST_PER_KG_ANOMALY","MEDIUM","Cost/kg $2.0365 vs peer median $0.2557 (8x) on MAEU05473","","OPEN","","2026-08-16 21:34:23.351","","",5467,"2026-08-16 21:34:23.351","","","",""
1201,"COST_PER_KG_ANOMALY","MEDIUM","Cost/kg $2.0342 vs peer median $0.2557 (8x) on ONEY02104","","OPEN","","2026-08-16 21:34:23.351","","",2094,"2026-08-16 21:34:23.351","","","",""
1202,"COST_PER_KG_ANOMALY","MEDIUM","Cost/kg $2.0324 vs peer median $0.2557 (7.9x) on MSKU02484","","OPEN","","2026-08-16 21:34:23.351","","",2474,"2026-08-16 21:34:23.351","","","",""
1203,"COST_PER_KG_ANOMALY","MEDIUM","Cost/kg $2.026 vs peer median $0.2557 (7.9x) on HLCU09829","","OPEN","","2026-08-16 21:34:23.351","","",9823,"2026-08-16 21:34:23.351","","","",""
1204,"COST_PER_KG_ANOMALY","MEDIUM","Cost/kg $2.0173 vs peer median $0.2557 (7.9x) on CMDU02896","","OPEN","","2026-08-16 21:34:23.351","","",2886,"2026-08-16 21:34:23.351","","","",""
1205,"COST_PER_KG_ANOMALY","MEDIUM","Cost/kg $2.0129 vs peer median $0.2557 (7.9x) on CAXU05183","","OPEN","","2026-08-16 21:34:23.351","","",5177,"2026-08-16 21:34:23.351","","","",""
1206,"COST_PER_KG_ANOMALY","MEDIUM","Cost/kg $2.0047 vs peer median $0.2557 (7.8x) on CAXU03087","","OPEN","","2026-08-16 21:34:23.351","","",3077,"2026-08-16 21:34:23.351","","","",""
1207,"COST_PER_KG_ANOMALY","MEDIUM","Cost/kg $2 vs peer median $0.2557 (7.8x) on OOLU01754","","OPEN","","2026-08-16 21:34:23.351","","",1744,"2026-08-16 21:34:23.351","","","",""
1208,"HIGH_VALUE_ANOMALY","MEDIUM","Charges $8450 exceed the 99th percentile $8406 on HLCU06469","","OPEN","","2026-08-16 21:34:23.753","","",6463,"2026-08-16 21:34:23.753","","","",""
1209,"HIGH_VALUE_ANOMALY","MEDIUM","Charges $8446 exceed the 99th percentile $8406 on MAEU06467","","OPEN","","2026-08-16 21:34:23.753","","",6461,"2026-08-16 21:34:23.753","","","",""
1210,"HIGH_VALUE_ANOMALY","MEDIUM","Charges $8446 exceed the 99th percentile $8406 on MAEU01699","","OPEN","","2026-08-16 21:34:23.753","","",1689,"2026-08-16 21:34:23.753","","","",""
1211,"HIGH_VALUE_ANOMALY","MEDIUM","Charges $8446 exceed the 99th percentile $8406 on EGLV02857","","OPEN","","2026-08-16 21:34:23.753","","",2847,"2026-08-16 21:34:23.753","","","",""
1212,"HIGH_VALUE_ANOMALY","MEDIUM","Charges $8446 exceed the 99th percentile $8406 on OOLU00768","","OPEN","","2026-08-16 21:34:23.753","","",758,"2026-08-16 21:34:23.753","","","",""
1213,"HIGH_VALUE_ANOMALY","MEDIUM","Charges $8443 exceed the 99th percentile $8406 on CMDU02922","","OPEN","","2026-08-16 21:34:23.753","","",2912,"2026-08-16 21:34:23.753","","","",""
1214,"HIGH_VALUE_ANOMALY","MEDIUM","Charges $8442 exceed the 99th percentile $8406 on HLCU05226","","OPEN","","2026-08-16 21:34:23.753","","",5220,"2026-08-16 21:34:23.753","","","",""
1215,"HIGH_VALUE_ANOMALY","MEDIUM","Charges $8436 exceed the 99th percentile $8406 on APZU00733","","OPEN","","2026-08-16 21:34:23.753","","",723,"2026-08-16 21:34:23.753","","","",""
1216,"WEIGHT_ANOMALY","MEDIUM","Gross weight 44387kg exceeds the 99th percentile 44202kg on HLCU00205","","RESOLVED","","2026-08-16 21:34:24.083","2026-08-16 21:34:33.373","CLEARED by AI decision - no fraud confirmed. Reason: Sanctions matches = 0, cost-per-kg band is NORMAL_AT_OR_BELOW_5X_MEDIAN, and both counterparties are recognisable real businesses.",195,"2026-08-16 21:34:24.083","The key indicators are the cost-per-kg band (NORMAL_AT_OR_BELOW_5X_MEDIAN) and sanctions matches (0). Both counterparties are recognisable real businesses, and the cost per kg is economically ordinary. There are no indications of fraud or compliance issues.","CLEAR","Sanctions matches = 0, cost-per-kg band is NORMAL_AT_OR_BELOW_5X_MEDIAN, and both counterparties are recognisable real businesses.","2026-08-16 21:34:31.720"
